0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
-80.0,-80.0,-80.0,-80.0,-80.0,-79.087135,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-74.24117,-70.98937,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.324524,-80.0,-76.70831,-79.110435,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.35102,-77.18112,-80.0,-80.0,-80.0,-80.0,-80.0,-76.745544,-80.0,-80.0,-80.0,-70.91887,-80.0
-80.0,-80.0,-80.0,-80.0,-78.96651,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-70.76332,-71.74486,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.51383,-77.89581,-74.84803,-78.398026,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.73427,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.67363,-74.57431,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.13953,-78.13001,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.98874,-80.0,-80.0,-80.0,-80.0,-80.0,-78.91852,-80.0,-80.0,-80.0,-80.0,-73.19075,-77.07049
-80.0,-80.0,-80.0,-80.0,-76.53487,-80.0,-80.0,-80.0,-80.0,-74.60747,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.96025,-80.0,-80.0,-80.0,-80.0,-80.0,-76.26368,-77.47908,-80.0,-78.54912,-71.69882,-73.14422,-75.24574,-77.52644,-73.2343,-80.0,-80.0,-77.41669,-78.014786,-78.35642,-80.0,-80.0,-80.0,-66.26572,-66.39776,-80.0,-80.0,-80.0,-80.0,-80.0,-77.872086,-79.83067,-80.0,-75.84437,-74.95374,-80.0,-79.95532,-80.0,-77.11599,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-73.38073,-78.33846,-80.0,-80.0,-80.0,-79.71525,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-70.82952,-79.65604,-80.0,-73.84184,-72.06421,-76.421074,-70.91007,-68.97893,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-71.91651,-80.0,-80.0,-80.0,-80.0,-80.0,-66.0311,-66.75619,-71.311195,-67.94635,-62.304466,-66.70134,-74.24281,-62.734097,-66.427246,-73.329956,-80.0,-78.63223,-77.3003,-70.09104,-78.60701,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.9994,-80.0,-73.90805,-75.020584,-79.85556,-73.049225,-80.0,-72.47424,-77.47554
-80.0,-80.0,-67.32221,-63.022858,-65.07698,-58.132847,-62.98842,-71.97024,-70.55934,-57.760216,-62.041935,-70.64269,-64.7865,-64.59741,-71.69227,-64.90495,-71.282135,-72.431335,-75.97865,-75.378204,-66.47281,-80.0,-80.0,-74.71743,-60.437798,-60.957542,-77.783905,-62.417183,-56.65932,-66.36262,-78.74226,-62.31929,-64.64737,-79.348465,-74.67335,-66.564285,-80.0,-72.66778,-80.0,-79.29382,-66.23876,-59.304253,-69.97981,-66.99108,-65.62106,-59.1348,-58.23906,-56.608227,-61.297234,-78.44928,-70.70649,-59.557938,-63.67619,-80.0,-76.72049,-73.94061,-79.6696,-80.0,-75.05885,-67.3817,-71.76361,-80.0,-72.823654,-64.86537,-65.78937,-72.461006,-65.48227,-63.92398,-71.07785,-66.053085,-60.2373,-67.480225,-71.115295,-63.00071,-59.655678,-58.065277,-64.70824,-72.4584,-78.61633,-60.798077,-50.204895,-57.009487,-59.391422,-71.1359,-60.684082,-63.866104,-71.76097,-80.0,-73.0247,-67.60276,-80.0,-68.7721,-70.83203,-80.0,-71.00542,-80.0,-62.52063,-52.70129,-57.434975,-70.65016,-48.372074,-51.78832,-58.516544,-69.438675,-65.41559,-80.0,-68.64734,-78.9419,-67.96802,-67.40138,-62.656,-71.102104,-67.92212,-60.640423,-57.789032,-64.21011,-74.390976,-68.7098,-66.85223,-63.36312,-67.64516,-61.349922,-54.338516,-51.37301,-54.404568,-69.742935,-66.08888,-61.940773,-66.90941,-80.0
-70.23838,-62.436905,-46.363113,-40.68016,-43.76755,-47.825012,-48.23645,-67.92542,-59.2877,-43.877197,-48.46663,-80.0,-50.930744,-45.490334,-45.16407,-47.39209,-60.329506,-59.449406,-52.90045,-56.659096,-60.365932,-52.61383,-53.09944,-62.526436,-61.552094,-45.610535,-49.445873,-78.16899,-50.456203,-51.955902,-64.6878,-77.71362,-54.737232,-72.61664,-65.09526,-53.017002,-60.869335,-64.257324,-69.470146,-75.643524,-58.612663,-47.02946,-58.228527,-57.55433,-53.26394,-47.20654,-46.539223,-49.37395,-55.98957,-77.86115,-70.527985,-59.277325,-55.048553,-64.16926,-55.54578,-53.26832,-59.28633,-60.71288,-80.0,-49.45808,-48.31983,-57.55894,-61.03019,-64.52945,-60.5151,-57.65915,-67.03612,-44.87456,-48.429295,-46.84861,-53.323135,-58.706116,-77.682434,-50.212708,-46.36965,-66.96182,-57.87605,-63.43713,-51.72894,-46.048996,-44.039436,-43.743004,-45.948578,-51.05,-46.812836,-53.45163,-73.91643,-66.53073,-50.443943,-45.866055,-52.53506,-54.074463,-60.9331,-59.277245,-50.20901,-53.7589,-74.06715,-46.33183,-46.416607,-52.234444,-46.44649,-44.552586,-47.10757,-51.46089,-48.50566,-50.78825,-49.25636,-48.593395,-50.976204,-49.808372,-50.13658,-66.35454,-62.530846,-52.877293,-55.785034,-49.572937,-50.881012,-66.508,-69.86425,-59.827385,-76.502785,-60.579517,-50.71,-47.165012,-52.36539,-57.123795,-60.27538,-66.67128,-50.715633,-57.03422
-62.98575,-50.008465,-39.717567,-35.112816,-47.47673,-69.50668,-44.1856,-44.694527,-44.36481,-45.56452,-42.412956,-45.149136,-50.13984,-45.170036,-52.42975,-44.237278,-45.32577,-46.93985,-45.69937,-59.876297,-64.709305,-41.29236,-40.37972,-54.004547,-56.81601,-41.720806,-40.228775,-47.65889,-43.390587,-53.021286,-64.14626,-54.024662,-46.385857,-47.85067,-48.716557,-54.937622,-54.311058,-79.99702,-55.805004,-52.45455,-45.030556,-38.11695,-43.08535,-77.862366,-55.348896,-57.776512,-50.884514,-80.0,-49.903538,-63.437393,-60.951183,-80.0,-53.57911,-48.224236,-47.962498,-39.987545,-40.148327,-44.65315,-48.37389,-43.29824,-38.10405,-43.50008,-47.244392,-44.981144,-44.754364,-46.97721,-48.912537,-37.932354,-32.026485,-36.48288,-58.62304,-51.405933,-53.260033,-44.36538,-43.857502,-56.54908,-52.241188,-43.45997,-48.19312,-56.170956,-55.660004,-54.034454,-47.80406,-44.33971,-44.03315,-68.17116,-57.58242,-48.369995,-37.27435,-39.875057,-55.583324,-54.82377,-54.55841,-53.352276,-38.590668,-37.472694,-41.057785,-45.048134,-50.340637,-69.32634,-59.35615,-52.265167,-67.84853,-37.897507,-37.949413,-52.037994,-48.109093,-49.49357,-51.640175,-66.58551,-43.866657,-53.030056,-69.24978,-51.14227,-64.20381,-47.71038,-47.374004,-58.35122,-77.400955,-62.18017,-62.827354,-66.24687,-71.65779,-61.42102,-61.37082,-71.95293,-52.90269,-51.68158,-44.47153,-47.22524
-60.355164,-53.51209,-54.28558,-37.763634,-51.72796,-60.47497,-44.61354,-47.919636,-46.21727,-56.30464,-44.661526,-40.710857,-66.477745,-58.84773,-51.09764,-40.762367,-43.976727,-48.255756,-42.603783,-62.42945,-47.6988,-37.914787,-40.42777,-67.36606,-80.0,-47.435028,-43.034523,-62.134876,-43.648228,-43.640102,-49.34122,-66.13406,-48.73738,-39.16317,-44.440495,-80.0,-68.370865,-50.409702,-44.598053,-50.13886,-46.242455,-38.809685,-48.490463,-39.454212,-42.524048,-48.516785,-61.109795,-60.019566,-42.591465,-43.250557,-56.72236,-68.64581,-55.496384,-48.26355,-63.41142,-37.61567,-41.49429,-60.264885,-41.6643,-60.707832,-36.087578,-47.71631,-53.518085,-42.380344,-55.123386,-49.350136,-70.261635,-41.34154,-36.17668,-39.36087,-42.951527,-52.632084,-53.922455,-55.089012,-49.536148,-59.449608,-52.284298,-42.997757,-51.522453,-68.78032,-58.208115,-49.11311,-56.34414,-48.679096,-55.328503,-54.376137,-42.04746,-37.190086,-47.59458,-41.8215,-64.48178,-77.443794,-48.073265,-41.3649,-44.852036,-41.360817,-42.13313,-64.71176,-78.45419,-62.288162,-65.42703,-55.347675,-57.68821,-36.882412,-34.570045,-49.177933,-54.661022,-66.40349,-58.413567,-60.427166,-40.133167,-41.22307,-50.472176,-51.588108,-59.196278,-49.72109,-66.10693,-53.260372,-53.214867,-51.192463,-57.99583,-56.09364,-50.815956,-56.98672,-61.294777,-58.246426,-58.39115,-66.94848,-50.40124,-44.38211
-61.83195,-48.533363,-45.677135,-53.639694,-42.249863,-49.506817,-56.229614,-56.558006,-50.522766,-43.832355,-58.395596,-43.159935,-44.145912,-55.496952,-42.786633,-40.905464,-39.656044,-37.804794,-39.330605,-56.385406,-52.92236,-50.7104,-48.626255,-55.514774,-64.058975,-54.70182,-48.95556,-55.349167,-60.672535,-42.659218,-41.371643,-51.01704,-59.12896,-50.075394,-40.428944,-50.10408,-52.98977,-48.28825,-55.333565,-45.116302,-39.42476,-39.244,-45.275585,-35.052464,-37.08683,-54.443577,-63.004616,-49.694706,-40.156506,-43.7099,-61.770607,-68.01172,-65.34488,-53.632885,-39.869797,-42.173374,-58.119522,-46.824547,-35.615467,-34.961693,-42.109398,-46.786095,-54.72015,-49.333015,-51.325657,-58.522976,-55.588535,-43.83491,-57.46584,-56.98559,-59.52201,-54.82336,-60.876736,-61.23548,-54.331173,-49.9359,-54.20733,-58.055996,-54.841034,-62.240265,-52.55771,-49.508976,-52.291862,-47.52023,-52.890816,-52.8934,-41.019146,-37.724968,-45.871517,-39.693336,-47.92511,-63.324,-54.014606,-49.420277,-61.36274,-50.451866,-48.637497,-80.0,-74.76562,-49.24104,-40.582542,-43.25727,-50.085396,-51.291035,-36.781013,-39.753677,-51.244907,-76.359726,-54.20559,-53.35641,-38.098026,-37.94568,-68.72981,-51.18885,-56.60858,-53.258286,-55.51207,-54.871143,-46.87745,-52.583702,-56.347515,-45.6704,-41.34762,-45.895027,-67.05089,-61.085384,-76.13066,-65.51107,-48.754467,-44.867535
-66.85239,-49.041008,-46.719963,-47.505226,-38.491474,-51.700573,-71.450226,-62.945732,-50.54722,-48.638443,-54.292107,-48.61381,-45.093224,-45.271618,-47.78967,-73.46139,-53.388496,-51.11953,-48.44486,-48.874588,-49.19119,-59.375786,-60.753975,-64.44043,-60.257355,-80.0,-56.449795,-60.199684,-68.70655,-51.395885,-51.67608,-53.00562,-77.198044,-59.532,-45.433727,-45.399284,-52.66407,-58.767776,-59.03906,-41.896984,-38.448425,-44.69379,-51.32666,-40.894463,-54.80897,-51.69815,-52.484417,-50.061066,-53.85701,-54.51399,-67.979706,-55.81552,-54.184986,-48.047733,-43.974976,-59.809425,-64.63752,-44.26876,-35.8674,-44.12313,-59.640842,-67.32731,-54.46044,-46.33203,-42.335804,-61.02131,-63.89266,-53.652523,-52.2696,-49.725693,-46.90271,-48.60362,-79.94833,-62.575645,-56.22338,-69.01534,-63.193584,-66.558685,-72.80686,-50.30469,-44.893757,-57.875816,-66.61188,-55.599937,-70.67673,-59.07566,-60.20318,-45.824955,-47.118076,-42.598465,-41.824883,-56.433903,-56.58755,-56.839214,-63.72788,-46.6213,-47.1594,-55.932476,-56.829037,-40.97428,-34.36666,-37.65197,-44.846912,-48.735806,-43.798782,-62.34615,-52.608948,-51.953556,-48.768074,-51.12894,-46.245136,-49.568657,-45.057545,-42.48715,-58.279617,-56.248863,-71.91181,-72.926575,-54.21725,-66.6511,-80.0,-50.8946,-44.93107,-60.417824,-49.872425,-55.437405,-60.10645,-68.84117,-55.31134,-46.315407
-76.092026,-60.56886,-73.026855,-42.362164,-39.586514,-48.62701,-65.57547,-62.1047,-64.09639,-57.423615,-53.548923,-61.031277,-66.01488,-59.514038,-59.94455,-80.0,-62.842587,-75.40609,-75.513374,-58.392433,-50.64458,-51.82764,-66.66287,-71.485825,-57.766872,-66.5273,-69.08894,-60.584404,-63.11557,-55.656677,-76.12198,-69.122116,-68.62631,-61.378666,-64.017746,-62.06704,-76.83902,-80.0,-58.050793,-48.414875,-51.5513,-60.622158,-49.254025,-47.193142,-63.693718,-61.77718,-50.778954,-67.490234,-70.13805,-67.27411,-56.092815,-61.64074,-62.065292,-64.47406,-58.72079,-61.493042,-63.613712,-48.226303,-45.186275,-80.0,-70.38144,-66.71789,-53.273533,-46.30729,-42.57336,-56.903957,-63.885223,-80.0,-80.0,-50.308403,-39.64464,-46.37279,-71.10494,-72.81823,-58.7789,-63.811737,-72.95831,-60.643894,-50.816055,-47.450386,-50.98314,-63.342937,-80.0,-61.142975,-55.938526,-58.984306,-62.74112,-66.78296,-80.0,-60.367485,-50.22365,-57.550537,-76.79224,-61.30948,-54.787884,-62.030792,-58.601498,-60.217255,-51.456585,-45.58217,-46.65149,-50.741856,-59.582367,-46.34434,-51.46444,-59.862503,-75.65042,-51.818413,-50.008774,-64.38778,-68.9253,-71.05872,-52.835873,-38.19784,-44.015694,-50.605255,-56.85619,-63.85971,-53.252937,-58.3356,-78.46341,-49.365395,-44.46428,-52.068302,-51.769592,-72.2265,-63.406445,-80.0,-53.889626,-47.253597
